optimalnumber,probabilityrange,date,department,capacity,probability,day,month
570,0.80929346381103284,15/11/2016,1,200,0.36,2,11
294,0.64077124501519833,16/11/2016,1,100,0.35,3,11
395,0.70826852402001927,16/11/2016,1,135,0.35,3,11
439,0.74978405870079512,16/11/2016,1,150,0.35,3,11
586,0.80581267579880056,16/11/2016,1,200,0.35,3,11
311,0.63344826229462137,17/11/2016,1,100,0.33,4,11
419,0.70094325749356634,17/11/2016,1,135,0.33,4,11
466,0.74260968276588113,17/11/2016,1,150,0.33,4,11
622,0.79904866707370759,17/11/2016,1,200,0.33,4,11
278,0.64832622663182804,18/11/2016,1,100,0.37,5,11
374,0.71577603619748542,18/11/2016,1,135,0.37,5,11
416,0.75713735531986592,18/11/2016,1,150,0.37,5,11
555,0.81276078918394878,18/11/2016,1,200,0.37,5,11
302,0.63710851390589529,19/11/2016,1,100,0.34,6,11
407,0.70454887702239588,19/11/2016,1,135,0.34,6,11
452,0.74617287339458371,19/11/2016,1,150,0.34,6,11
604,0.80240695997393163,19/11/2016,1,200,0.34,6,11
278,0.64832622663182804,21/11/2016,1,100,0.37,1,11
374,0.71577603619748542,21/11/2016,1,135,0.37,1,11
416,0.75713735531986592,21/11/2016,1,150,0.37,1,11
555,0.81276078918394878,21/11/2016,1,200,0.37,1,11
294,0.64077124501519833,22/11/2016,1,100,0.35,2,11
395,0.70826852402001927,22/11/2016,1,135,0.35,2,11
439,0.74978405870079512,22/11/2016,1,150,0.35,2,11
586,0.80581267579880056,22/11/2016,1,200,0.35,2,11
286,0.64443625099416335,23/11/2016,1,100,0.36,3,11
384,0.71201127324616331,23/11/2016,1,135,0.36,3,11
427,0.75348015542033397,23/11/2016,1,150,0.36,3,11
570,0.80929346381103284,23/11/2016,1,200,0.36,3,11
294,0.64077124501519833,24/11/2016,1,100,0.35,4,11
395,0.70826852402001927,24/11/2016,1,135,0.35,4,11
439,0.74978405870079512,24/11/2016,1,150,0.35,4,11
586,0.80581267579880056,24/11/2016,1,200,0.35,4,11
286,0.64443625099416335,25/11/2016,1,100,0.36,5,11
384,0.71201127324616331,25/11/2016,1,135,0.36,5,11
427,0.75348015542033397,25/11/2016,1,150,0.36,5,11
570,0.80929346381103284,25/11/2016,1,200,0.36,5,11
294,0.64077124501519833,26/11/2016,1,100,0.35,6,11
395,0.70826852402001927,26/11/2016,1,135,0.35,6,11
439,0.74978405870079512,26/11/2016,1,150,0.35,6,11
586,0.80581267579880056,26/11/2016,1,200,0.35,6,11
278,0.64832622663182804,28/11/2016,1,100,0.37,1,11
374,0.71577603619748542,28/11/2016,1,135,0.37,1,11
416,0.75713735531986592,28/11/2016,1,150,0.37,1,11
555,0.81276078918394878,28/11/2016,1,200,0.37,1,11
270,0.65209820190088119,29/11/2016,1,100,0.38,2,11
364,0.71965888851313364,29/11/2016,1,135,0.38,2,11
405,0.76091875271355613,29/11/2016,1,150,0.38,2,11
540,0.81629941005183748,29/11/2016,1,200,0.38,2,11
264,0.65600733559733915,30/11/2016,1,100,0.39,3,11
355,0.72348000893189257,30/11/2016,1,135,0.39,3,11
394,0.7647666271641288,30/11/2016,1,150,0.39,3,11
526,0.81984075550824864,30/11/2016,1,200,0.39,3,11
210,0.69943452957890839,01/12/2016,1,100,0.49,4,12
282,0.76613982535829828,01/12/2016,1,135,0.49,4,12
314,0.80581165798194854,01/12/2016,1,150,0.49,4,12
419,0.85734187931234729,01/12/2016,1,200,0.49,4,12
210,0.69943452957890839,02/12/2016,1,100,0.49,5,12
282,0.76613982535829828,02/12/2016,1,135,0.49,5,12
314,0.80581165798194854,02/12/2016,1,150,0.49,5,12
419,0.85734187931234729,02/12/2016,1,200,0.49,5,12
210,0.69943452957890839,03/12/2016,1,100,0.49,6,12
282,0.76613982535829828,03/12/2016,1,135,0.49,6,12
314,0.80581165798194854,03/12/2016,1,150,0.49,6,12
419,0.85734187931234729,03/12/2016,1,200,0.49,6,12
219,0.69007376657928954,05/12/2016,1,100,0.47,1,12
294,0.75709330055004964,05/12/2016,1,135,0.47,1,12
327,0.79718983247790309,05/12/2016,1,150,0.47,1,12
437,0.84953422671004408,05/12/2016,1,200,0.47,1,12
223,0.68554071622061696,06/12/2016,1,100,0.46,2,12
301,0.75255377325840422,06/12/2016,1,135,0.46,2,12
334,0.79292728395700163,06/12/2016,1,150,0.46,2,12
446,0.84572444880116182,06/12/2016,1,200,0.46,2,12
223,0.68554071622061696,07/12/2016,1,100,0.46,3,12
301,0.75255377325840422,07/12/2016,1,135,0.46,3,12
334,0.79292728395700163,07/12/2016,1,150,0.46,3,12
446,0.84572444880116182,07/12/2016,1,200,0.46,3,12
228,0.6811183201156934,08/12/2016,1,100,0.45,4,12
307,0.74830605843924802,08/12/2016,1,135,0.45,4,12
342,0.78871339530508977,08/12/2016,1,150,0.45,4,12
456,0.84193165809647341,08/12/2016,1,200,0.45,4,12
210,0.69943452957890839,09/12/2016,1,100,0.49,5,12
282,0.76613982535829828,09/12/2016,1,135,0.49,5,12
314,0.80581165798194854,09/12/2016,1,150,0.49,5,12
419,0.85734187931234729,09/12/2016,1,200,0.49,5,12
223,0.68554071622061696,10/12/2016,1,100,0.46,6,12
301,0.75255377325840422,10/12/2016,1,135,0.46,6,12
334,0.79292728395700163,10/12/2016,1,150,0.46,6,12
446,0.84572444880116182,10/12/2016,1,200,0.46,6,12
223,0.68554071622061696,13/12/2016,1,100,0.46,2,12
301,0.75255377325840422,13/12/2016,1,135,0.46,2,12
334,0.79292728395700163,13/12/2016,1,150,0.46,2,12
446,0.84572444880116182,13/12/2016,1,200,0.46,2,12
219,0.69007376657928954,14/12/2016,1,100,0.47,3,12
294,0.75709330055004964,14/12/2016,1,135,0.47,3,12
327,0.79718983247790309,14/12/2016,1,150,0.47,3,12
437,0.84953422671004408,14/12/2016,1,200,0.47,3,12
214,0.69482467011973614,15/12/2016,1,100,0.48,4,12
288,0.76159738698802204,15/12/2016,1,135,0.48,4,12
320,0.80143253315270013,15/12/2016,1,150,0.48,4,12
428,0.8533736228424269,15/12/2016,1,200,0.48,4,12
201,0.70895064484739445,16/12/2016,1,100,0.51,5,12
271,0.77548357987127059,16/12/2016,1,135,0.51,5,12
301,0.8145509460676279,16/12/2016,1,150,0.51,5,12
402,0.86515094574975249,16/12/2016,1,200,0.51,5,12
210,0.69943452957890839,17/12/2016,1,100,0.49,6,12
282,0.76613982535829828,17/12/2016,1,135,0.49,6,12
314,0.80581165798194854,17/12/2016,1,150,0.49,6,12
419,0.85734187931234729,17/12/2016,1,200,0.49,6,12
198,0.71398839016707139,19/12/2016,1,100,0.52,1,12
266,0.7802488245630409,19/12/2016,1,135,0.52,1,12
296,0.81915949395011689,19/12/2016,1,150,0.52,1,12
395,0.86921529415382359,19/12/2016,1,200,0.52,1,12
210,0.69943452957890839,20/12/2016,1,100,0.49,2,12
282,0.76613982535829828,20/12/2016,1,135,0.49,2,12
314,0.80581165798194854,20/12/2016,1,150,0.49,2,12
419,0.85734187931234729,20/12/2016,1,200,0.49,2,12
198,0.71398839016707139,21/12/2016,1,100,0.52,3,12
266,0.7802488245630409,21/12/2016,1,135,0.52,3,12
296,0.81915949395011689,21/12/2016,1,150,0.52,3,12
395,0.86921529415382359,21/12/2016,1,200,0.52,3,12
201,0.70895064484739445,22/12/2016,1,100,0.51,4,12
271,0.77548357987127059,22/12/2016,1,135,0.51,4,12
301,0.8145509460676279,22/12/2016,1,150,0.51,4,12
402,0.86515094574975249,22/12/2016,1,200,0.51,4,12
194,0.71926557025752835,23/12/2016,1,100,0.53,5,12
261,0.78509561745723611,23/12/2016,1,135,0.53,5,12
290,0.82381500752340875,23/12/2016,1,150,0.53,5,12
387,0.87324363715454378,23/12/2016,1,200,0.53,5,12
201,0.70895064484739445,24/12/2016,1,100,0.51,6,12
271,0.77548357987127059,24/12/2016,1,135,0.51,6,12
301,0.8145509460676279,24/12/2016,1,150,0.51,6,12
402,0.86515094574975249,24/12/2016,1,200,0.51,6,12
190,0.72436909299169872,26/12/2016,1,100,0.54,1,12
256,0.79004627719851139,26/12/2016,1,135,0.54,1,12
285,0.82839764523672288,26/12/2016,1,150,0.54,1,12
380,0.8773389602487931,26/12/2016,1,200,0.54,1,12
194,0.71926557025752835,27/12/2016,1,100,0.53,2,12
261,0.78509561745723611,27/12/2016,1,135,0.53,2,12
290,0.82381500752340875,27/12/2016,1,150,0.53,2,12
387,0.87324363715454378,27/12/2016,1,200,0.53,2,12
198,0.71398839016707139,28/12/2016,1,100,0.52,3,12
266,0.7802488245630409,28/12/2016,1,135,0.52,3,12
296,0.81915949395011689,28/12/2016,1,150,0.52,3,12
395,0.86921529415382359,28/12/2016,1,200,0.52,3,12
201,0.70895064484739445,29/12/2016,1,100,0.51,4,12
271,0.77548357987127059,29/12/2016,1,135,0.51,4,12
301,0.8145509460676279,29/12/2016,1,150,0.51,4,12
402,0.86515094574975249,29/12/2016,1,200,0.51,4,12
194,0.71926557025752835,30/12/2016,1,100,0.53,5,12
261,0.78509561745723611,30/12/2016,1,135,0.53,5,12
290,0.82381500752340875,30/12/2016,1,150,0.53,5,12
387,0.87324363715454378,30/12/2016,1,200,0.53,5,12
201,0.70895064484739445,31/12/2016,1,100,0.51,6,12
271,0.77548357987127059,31/12/2016,1,135,0.51,6,12
301,0.8145509460676279,31/12/2016,1,150,0.51,6,12
402,0.86515094574975249,31/12/2016,1,200,0.51,6,12
194,0.71926557025752835,02/01/2017,1,100,0.53,1,1
261,0.78509561745723611,02/01/2017,1,135,0.53,1,1
290,0.82381500752340875,02/01/2017,1,150,0.53,1,1
387,0.87324363715454378,02/01/2017,1,200,0.53,1,1
205,0.70403985245544964,03/01/2017,1,100,0.5,2,1
277,0.77057553537061163,03/01/2017,1,135,0.5,2,1
308,0.81007471324425562,03/01/2017,1,150,0.5,2,1
411,0.86116616311449112,03/01/2017,1,200,0.5,2,1
194,0.71926557025752835,04/01/2017,1,100,0.53,3,1
261,0.78509561745723611,04/01/2017,1,135,0.53,3,1
290,0.82381500752340875,04/01/2017,1,150,0.53,3,1
387,0.87324363715454378,04/01/2017,1,200,0.53,3,1
201,0.70895064484739445,05/01/2017,1,100,0.51,4,1
271,0.77548357987127059,05/01/2017,1,135,0.51,4,1
301,0.8145509460676279,05/01/2017,1,150,0.51,4,1
402,0.86515094574975249,05/01/2017,1,200,0.51,4,1
190,0.72436909299169872,06/01/2017,1,100,0.54,5,1
256,0.79004627719851139,06/01/2017,1,135,0.54,5,1
285,0.82839764523672288,06/01/2017,1,150,0.54,5,1
380,0.8773389602487931,06/01/2017,1,200,0.54,5,1
201,0.70895064484739445,07/01/2017,1,100,0.51,6,1
271,0.77548357987127059,07/01/2017,1,135,0.51,6,1
301,0.8145509460676279,07/01/2017,1,150,0.51,6,1
402,0.86515094574975249,07/01/2017,1,200,0.51,6,1
198,0.71398839016707139,09/01/2017,1,100,0.52,1,1
266,0.7802488245630409,09/01/2017,1,135,0.52,1,1
296,0.81915949395011689,09/01/2017,1,150,0.52,1,1
395,0.86921529415382359,09/01/2017,1,200,0.52,1,1
201,0.70895064484739445,10/01/2017,1,100,0.51,2,1
271,0.77548357987127059,10/01/2017,1,135,0.51,2,1
301,0.8145509460676279,10/01/2017,1,150,0.51,2,1
402,0.86515094574975249,10/01/2017,1,200,0.51,2,1
201,0.70895064484739445,11/01/2017,1,100,0.51,3,1
271,0.77548357987127059,11/01/2017,1,135,0.51,3,1
301,0.8145509460676279,11/01/2017,1,150,0.51,3,1
402,0.86515094574975249,11/01/2017,1,200,0.51,3,1
210,0.69943452957890839,12/01/2017,1,100,0.49,4,1
282,0.76613982535829828,12/01/2017,1,135,0.49,4,1
314,0.80581165798194854,12/01/2017,1,150,0.49,4,1
419,0.85734187931234729,12/01/2017,1,200,0.49,4,1
194,0.71926557025752835,13/01/2017,1,100,0.53,5,1
261,0.78509561745723611,13/01/2017,1,135,0.53,5,1
290,0.82381500752340875,13/01/2017,1,150,0.53,5,1
387,0.87324363715454378,13/01/2017,1,200,0.53,5,1
214,0.69482467011973614,14/01/2017,1,100,0.48,6,1
288,0.76159738698802204,14/01/2017,1,135,0.48,6,1
320,0.80143253315270013,14/01/2017,1,150,0.48,6,1
428,0.8533736228424269,14/01/2017,1,200,0.48,6,1
198,0.71398839016707139,16/01/2017,1,100,0.52,1,1
266,0.7802488245630409,16/01/2017,1,135,0.52,1,1
296,0.81915949395011689,16/01/2017,1,150,0.52,1,1
395,0.86921529415382359,16/01/2017,1,200,0.52,1,1
214,0.69482467011973614,17/01/2017,1,100,0.48,2,1
288,0.76159738698802204,17/01/2017,1,135,0.48,2,1
320,0.80143253315270013,17/01/2017,1,150,0.48,2,1
428,0.8533736228424269,17/01/2017,1,200,0.48,2,1
201,0.70895064484739445,18/01/2017,1,100,0.51,3,1
271,0.77548357987127059,18/01/2017,1,135,0.51,3,1
301,0.8145509460676279,18/01/2017,1,150,0.51,3,1
402,0.86515094574975249,18/01/2017,1,200,0.51,3,1
210,0.69943452957890839,19/01/2017,1,100,0.49,4,1
282,0.76613982535829828,19/01/2017,1,135,0.49,4,1
314,0.80581165798194854,19/01/2017,1,150,0.49,4,1
419,0.85734187931234729,19/01/2017,1,200,0.49,4,1
198,0.71398839016707139,20/01/2017,1,100,0.52,5,1
266,0.7802488245630409,20/01/2017,1,135,0.52,5,1
296,0.81915949395011689,20/01/2017,1,150,0.52,5,1
395,0.86921529415382359,20/01/2017,1,200,0.52,5,1
210,0.69943452957890839,21/01/2017,1,100,0.49,6,1
282,0.76613982535829828,21/01/2017,1,135,0.49,6,1
314,0.80581165798194854,21/01/2017,1,150,0.49,6,1
419,0.85734187931234729,21/01/2017,1,200,0.49,6,1
201,0.70895064484739445,23/01/2017,1,100,0.51,1,1
271,0.77548357987127059,23/01/2017,1,135,0.51,1,1
301,0.8145509460676279,23/01/2017,1,150,0.51,1,1
402,0.86515094574975249,23/01/2017,1,200,0.51,1,1
205,0.70403985245544964,24/01/2017,1,100,0.5,2,1
277,0.77057553537061163,24/01/2017,1,135,0.5,2,1
308,0.81007471324425562,24/01/2017,1,150,0.5,2,1
411,0.86116616311449112,24/01/2017,1,200,0.5,2,1
205,0.70403985245544964,25/01/2017,1,100,0.5,3,1
277,0.77057553537061163,25/01/2017,1,135,0.5,3,1
308,0.81007471324425562,25/01/2017,1,150,0.5,3,1
411,0.86116616311449112,25/01/2017,1,200,0.5,3,1
198,0.71398839016707139,27/01/2017,1,100,0.52,5,1
266,0.7802488245630409,27/01/2017,1,135,0.52,5,1
296,0.81915949395011689,27/01/2017,1,150,0.52,5,1
395,0.86921529415382359,27/01/2017,1,200,0.52,5,1
214,0.69482467011973614,28/01/2017,1,100,0.48,6,1
288,0.76159738698802204,28/01/2017,1,135,0.48,6,1
320,0.80143253315270013,28/01/2017,1,150,0.48,6,1
428,0.8533736228424269,28/01/2017,1,200,0.48,6,1
201,0.70895064484739445,30/01/2017,1,100,0.51,1,1
271,0.77548357987127059,30/01/2017,1,135,0.51,1,1
301,0.8145509460676279,30/01/2017,1,150,0.51,1,1
402,0.86515094574975249,30/01/2017,1,200,0.51,1,1
210,0.69943452957890839,31/01/2017,1,100,0.49,2,1
282,0.76613982535829828,31/01/2017,1,135,0.49,2,1
314,0.80581165798194854,31/01/2017,1,150,0.49,2,1
419,0.85734187931234729,31/01/2017,1,200,0.49,2,1
205,0.70403985245544964,01/02/2017,1,100,0.5,3,2
277,0.77057553537061163,01/02/2017,1,135,0.5,3,2
308,0.81007471324425562,01/02/2017,1,150,0.5,3,2
411,0.86116616311449112,01/02/2017,1,200,0.5,3,2
214,0.69482467011973614,02/02/2017,1,100,0.48,4,2
288,0.76159738698802204,02/02/2017,1,135,0.48,4,2
320,0.80143253315270013,02/02/2017,1,150,0.48,4,2
428,0.8533736228424269,02/02/2017,1,200,0.48,4,2
201,0.70895064484739445,03/02/2017,1,100,0.51,5,2
271,0.77548357987127059,03/02/2017,1,135,0.51,5,2
301,0.8145509460676279,03/02/2017,1,150,0.51,5,2
402,0.86515094574975249,03/02/2017,1,200,0.51,5,2
210,0.69943452957890839,04/02/2017,1,100,0.49,6,2
282,0.76613982535829828,04/02/2017,1,135,0.49,6,2
314,0.80581165798194854,04/02/2017,1,150,0.49,6,2
419,0.85734187931234729,04/02/2017,1,200,0.49,6,2
201,0.70895064484739445,06/02/2017,1,100,0.51,1,2
271,0.77548357987127059,06/02/2017,1,135,0.51,1,2
301,0.8145509460676279,06/02/2017,1,150,0.51,1,2
402,0.86515094574975249,06/02/2017,1,200,0.51,1,2
210,0.69943452957890839,07/02/2017,1,100,0.49,2,2
282,0.76613982535829828,07/02/2017,1,135,0.49,2,2
314,0.80581165798194854,07/02/2017,1,150,0.49,2,2
419,0.85734187931234729,07/02/2017,1,200,0.49,2,2
210,0.69943452957890839,08/02/2017,1,100,0.49,3,2
282,0.76613982535829828,08/02/2017,1,135,0.49,3,2
314,0.80581165798194854,08/02/2017,1,150,0.49,3,2
419,0.85734187931234729,08/02/2017,1,200,0.49,3,2
219,0.69007376657928954,09/02/2017,1,100,0.47,4,2
294,0.75709330055004964,09/02/2017,1,135,0.47,4,2
327,0.79718983247790309,09/02/2017,1,150,0.47,4,2
437,0.84953422671004408,09/02/2017,1,200,0.47,4,2
210,0.69943452957890839,10/02/2017,1,100,0.49,5,2
282,0.76613982535829828,10/02/2017,1,135,0.49,5,2
314,0.80581165798194854,10/02/2017,1,150,0.49,5,2
419,0.85734187931234729,10/02/2017,1,200,0.49,5,2
219,0.69007376657928954,11/02/2017,1,100,0.47,6,2
294,0.75709330055004964,11/02/2017,1,135,0.47,6,2
327,0.79718983247790309,11/02/2017,1,150,0.47,6,2
437,0.84953422671004408,11/02/2017,1,200,0.47,6,2
210,0.69943452957890839,13/02/2017,1,100,0.49,1,2
282,0.76613982535829828,13/02/2017,1,135,0.49,1,2
314,0.80581165798194854,13/02/2017,1,150,0.49,1,2
419,0.85734187931234729,13/02/2017,1,200,0.49,1,2
219,0.69007376657928954,14/02/2017,1,100,0.47,2,2
294,0.75709330055004964,14/02/2017,1,135,0.47,2,2
327,0.79718983247790309,14/02/2017,1,150,0.47,2,2
437,0.84953422671004408,14/02/2017,1,200,0.47,2,2
219,0.69007376657928954,15/02/2017,1,100,0.47,3,2
294,0.75709330055004964,15/02/2017,1,135,0.47,3,2
327,0.79718983247790309,15/02/2017,1,150,0.47,3,2
437,0.84953422671004408,15/02/2017,1,200,0.47,3,2
223,0.68554071622061696,16/02/2017,1,100,0.46,4,2
301,0.75255377325840422,16/02/2017,1,135,0.46,4,2
334,0.79292728395700163,16/02/2017,1,150,0.46,4,2
446,0.84572444880116182,16/02/2017,1,200,0.46,4,2
214,0.69482467011973614,17/02/2017,1,100,0.48,5,2
288,0.76159738698802204,17/02/2017,1,135,0.48,5,2
320,0.80143253315270013,17/02/2017,1,150,0.48,5,2
428,0.8533736228424269,17/02/2017,1,200,0.48,5,2
223,0.68554071622061696,18/02/2017,1,100,0.46,6,2
301,0.75255377325840422,18/02/2017,1,135,0.46,6,2
334,0.79292728395700163,18/02/2017,1,150,0.46,6,2
446,0.84572444880116182,18/02/2017,1,200,0.46,6,2
214,0.69482467011973614,20/02/2017,1,100,0.48,1,2
288,0.76159738698802204,20/02/2017,1,135,0.48,1,2
320,0.80143253315270013,20/02/2017,1,150,0.48,1,2
428,0.8533736228424269,20/02/2017,1,200,0.48,1,2
219,0.69007376657928954,21/02/2017,1,100,0.47,2,2
294,0.75709330055004964,21/02/2017,1,135,0.47,2,2
327,0.79718983247790309,21/02/2017,1,150,0.47,2,2
437,0.84953422671004408,21/02/2017,1,200,0.47,2,2
219,0.69007376657928954,22/02/2017,1,100,0.47,3,2
294,0.75709330055004964,22/02/2017,1,135,0.47,3,2
327,0.79718983247790309,22/02/2017,1,150,0.47,3,2
437,0.84953422671004408,22/02/2017,1,200,0.47,3,2
223,0.68554071622061696,23/02/2017,1,100,0.46,4,2
301,0.75255377325840422,23/02/2017,1,135,0.46,4,2
334,0.79292728395700163,23/02/2017,1,150,0.46,4,2
446,0.84572444880116182,23/02/2017,1,200,0.46,4,2
223,0.68554071622061696,25/02/2017,1,100,0.46,6,2
301,0.75255377325840422,25/02/2017,1,135,0.46,6,2
334,0.79292728395700163,25/02/2017,1,150,0.46,6,2
446,0.84572444880116182,25/02/2017,1,200,0.46,6,2
214,0.69482467011973614,27/02/2017,1,100,0.48,1,2
288,0.76159738698802204,27/02/2017,1,135,0.48,1,2
320,0.80143253315270013,27/02/2017,1,150,0.48,1,2
428,0.8533736228424269,27/02/2017,1,200,0.48,1,2
219,0.69007376657928954,28/02/2017,1,100,0.47,2,2
294,0.75709330055004964,28/02/2017,1,135,0.47,2,2
327,0.79718983247790309,28/02/2017,1,150,0.47,2,2
437,0.84953422671004408,28/02/2017,1,200,0.47,2,2
257,0.66013703188490458,01/03/2017,1,100,0.4,3,3
346,0.72749627882342371,01/03/2017,1,135,0.4,3,3
384,0.76859753859151581,01/03/2017,1,150,0.4,3,3
513,0.82344631316495787,01/03/2017,1,200,0.4,3,3
270,0.65209820190088119,02/03/2017,1,100,0.38,4,3
364,0.71965888851313364,02/03/2017,1,135,0.38,4,3
405,0.76091875271355613,02/03/2017,1,150,0.38,4,3
540,0.81629941005183748,02/03/2017,1,200,0.38,4,3
251,0.66412761311133017,03/03/2017,1,100,0.41,5,3
337,0.73156222289101847,03/03/2017,1,135,0.41,5,3
375,0.77257501842092302,03/03/2017,1,150,0.41,5,3
501,0.82702384962330333,03/03/2017,1,200,0.41,5,3
264,0.65600733559733915,04/03/2017,1,100,0.39,6,3
355,0.72348000893189257,04/03/2017,1,135,0.39,6,3
394,0.7647666271641288,04/03/2017,1,150,0.39,6,3
526,0.81984075550824864,04/03/2017,1,200,0.39,6,3
251,0.66412761311133017,06/03/2017,1,100,0.41,1,3
337,0.73156222289101847,06/03/2017,1,135,0.41,1,3
375,0.77257501842092302,06/03/2017,1,150,0.41,1,3
501,0.82702384962330333,06/03/2017,1,200,0.41,1,3
264,0.65600733559733915,07/03/2017,1,100,0.39,2,3
355,0.72348000893189257,07/03/2017,1,135,0.39,2,3
394,0.7647666271641288,07/03/2017,1,150,0.39,2,3
526,0.81984075550824864,07/03/2017,1,200,0.39,2,3
257,0.66013703188490458,08/03/2017,1,100,0.4,3,3
346,0.72749627882342371,08/03/2017,1,135,0.4,3,3
384,0.76859753859151581,08/03/2017,1,150,0.4,3,3
513,0.82344631316495787,08/03/2017,1,200,0.4,3,3
270,0.65209820190088119,09/03/2017,1,100,0.38,4,3
364,0.71965888851313364,09/03/2017,1,135,0.38,4,3
405,0.76091875271355613,09/03/2017,1,150,0.38,4,3
540,0.81629941005183748,09/03/2017,1,200,0.38,4,3
251,0.66412761311133017,10/03/2017,1,100,0.41,5,3
337,0.73156222289101847,10/03/2017,1,135,0.41,5,3
375,0.77257501842092302,10/03/2017,1,150,0.41,5,3
501,0.82702384962330333,10/03/2017,1,200,0.41,5,3
264,0.65600733559733915,11/03/2017,1,100,0.39,6,3
355,0.72348000893189257,11/03/2017,1,135,0.39,6,3
394,0.7647666271641288,11/03/2017,1,150,0.39,6,3
526,0.81984075550824864,11/03/2017,1,200,0.39,6,3
264,0.65600733559733915,14/03/2017,1,100,0.39,2,3
355,0.72348000893189257,14/03/2017,1,135,0.39,2,3
394,0.7647666271641288,14/03/2017,1,150,0.39,2,3
526,0.81984075550824864,14/03/2017,1,200,0.39,2,3
257,0.66013703188490458,15/03/2017,1,100,0.4,3,3
346,0.72749627882342371,15/03/2017,1,135,0.4,3,3
384,0.76859753859151581,15/03/2017,1,150,0.4,3,3
513,0.82344631316495787,15/03/2017,1,200,0.4,3,3
270,0.65209820190088119,16/03/2017,1,100,0.38,4,3
364,0.71965888851313364,16/03/2017,1,135,0.38,4,3
405,0.76091875271355613,16/03/2017,1,150,0.38,4,3
540,0.81629941005183748,16/03/2017,1,200,0.38,4,3
251,0.66412761311133017,17/03/2017,1,100,0.41,5,3
337,0.73156222289101847,17/03/2017,1,135,0.41,5,3
375,0.77257501842092302,17/03/2017,1,150,0.41,5,3
501,0.82702384962330333,17/03/2017,1,200,0.41,5,3
264,0.65600733559733915,18/03/2017,1,100,0.39,6,3
355,0.72348000893189257,18/03/2017,1,135,0.39,6,3
394,0.7647666271641288,18/03/2017,1,150,0.39,6,3
526,0.81984075550824864,18/03/2017,1,200,0.39,6,3
251,0.66412761311133017,20/03/2017,1,100,0.41,1,3
337,0.73156222289101847,20/03/2017,1,135,0.41,1,3
375,0.77257501842092302,20/03/2017,1,150,0.41,1,3
501,0.82702384962330333,20/03/2017,1,200,0.41,1,3
264,0.65600733559733915,21/03/2017,1,100,0.39,2,3
355,0.72348000893189257,21/03/2017,1,135,0.39,2,3
394,0.7647666271641288,21/03/2017,1,150,0.39,2,3
526,0.81984075550824864,21/03/2017,1,200,0.39,2,3
257,0.66013703188490458,22/03/2017,1,100,0.4,3,3
346,0.72749627882342371,22/03/2017,1,135,0.4,3,3
384,0.76859753859151581,22/03/2017,1,150,0.4,3,3
513,0.82344631316495787,22/03/2017,1,200,0.4,3,3
270,0.65209820190088119,23/03/2017,1,100,0.38,4,3
364,0.71965888851313364,23/03/2017,1,135,0.38,4,3
405,0.76091875271355613,23/03/2017,1,150,0.38,4,3
540,0.81629941005183748,23/03/2017,1,200,0.38,4,3
251,0.66412761311133017,24/03/2017,1,100,0.41,5,3
337,0.73156222289101847,24/03/2017,1,135,0.41,5,3
375,0.77257501842092302,24/03/2017,1,150,0.41,5,3
501,0.82702384962330333,24/03/2017,1,200,0.41,5,3
264,0.65600733559733915,25/03/2017,1,100,0.39,6,3
355,0.72348000893189257,25/03/2017,1,135,0.39,6,3
394,0.7647666271641288,25/03/2017,1,150,0.39,6,3
526,0.81984075550824864,25/03/2017,1,200,0.39,6,3
251,0.66412761311133017,27/03/2017,1,100,0.41,1,3
337,0.73156222289101847,27/03/2017,1,135,0.41,1,3
375,0.77257501842092302,27/03/2017,1,150,0.41,1,3
501,0.82702384962330333,27/03/2017,1,200,0.41,1,3
264,0.65600733559733915,28/03/2017,1,100,0.39,2,3
355,0.72348000893189257,28/03/2017,1,135,0.39,2,3
394,0.7647666271641288,28/03/2017,1,150,0.39,2,3
526,0.81984075550824864,28/03/2017,1,200,0.39,2,3
257,0.66013703188490458,29/03/2017,1,100,0.4,3,3
346,0.72749627882342371,29/03/2017,1,135,0.4,3,3
384,0.76859753859151581,29/03/2017,1,150,0.4,3,3
513,0.82344631316495787,29/03/2017,1,200,0.4,3,3
270,0.65209820190088119,30/03/2017,1,100,0.38,4,3
364,0.71965888851313364,30/03/2017,1,135,0.38,4,3
405,0.76091875271355613,30/03/2017,1,150,0.38,4,3
540,0.81629941005183748,30/03/2017,1,200,0.38,4,3
251,0.66412761311133017,31/03/2017,1,100,0.41,5,3
337,0.73156222289101847,31/03/2017,1,135,0.41,5,3
375,0.77257501842092302,31/03/2017,1,150,0.41,5,3
501,0.82702384962330333,31/03/2017,1,200,0.41,5,3
264,0.65600733559733915,01/04/2017,1,100,0.39,6,4
355,0.72348000893189257,01/04/2017,1,135,0.39,6,4
394,0.7647666271641288,01/04/2017,1,150,0.39,6,4
526,0.81984075550824864,01/04/2017,1,200,0.39,6,4
251,0.66412761311133017,03/04/2017,1,100,0.41,1,4
337,0.73156222289101847,03/04/2017,1,135,0.41,1,4
375,0.77257501842092302,03/04/2017,1,150,0.41,1,4
501,0.82702384962330333,03/04/2017,1,200,0.41,1,4
257,0.66013703188490458,04/04/2017,1,100,0.4,2,4
346,0.72749627882342371,04/04/2017,1,135,0.4,2,4
384,0.76859753859151581,04/04/2017,1,150,0.4,2,4
513,0.82344631316495787,04/04/2017,1,200,0.4,2,4
