optimalnumber,probabilityrange,date,department,capacity,probability,day,month
540,0.81629941005183748,13/04/2016,1,200,0.38,3,4
294,0.64077124501519833,16/04/2016,1,100,0.35,6,4
395,0.70826852402001927,16/04/2016,1,135,0.35,6,4
439,0.74978405870079512,16/04/2016,1,150,0.35,6,4
586,0.80581267579880056,16/04/2016,1,200,0.35,6,4
286,0.64443625099416335,18/04/2016,1,100,0.36,1,4
384,0.71201127324616331,18/04/2016,1,135,0.36,1,4
427,0.75348015542033397,18/04/2016,1,150,0.36,1,4
570,0.80929346381103284,18/04/2016,1,200,0.36,1,4
278,0.64832622663182804,19/04/2016,1,100,0.37,2,4
374,0.71577603619748542,19/04/2016,1,135,0.37,2,4
416,0.75713735531986592,19/04/2016,1,150,0.37,2,4
555,0.81276078918394878,19/04/2016,1,200,0.37,2,4
278,0.64832622663182804,21/04/2016,1,100,0.37,4,4
374,0.71577603619748542,21/04/2016,1,135,0.37,4,4
416,0.75713735531986592,21/04/2016,1,150,0.37,4,4
555,0.81276078918394878,21/04/2016,1,200,0.37,4,4
264,0.65600733559733915,22/04/2016,1,100,0.39,5,4
355,0.72348000893189257,22/04/2016,1,135,0.39,5,4
394,0.7647666271641288,22/04/2016,1,150,0.39,5,4
526,0.81984075550824864,22/04/2016,1,200,0.39,5,4
270,0.65209820190088119,23/04/2016,1,100,0.38,6,4
364,0.71965888851313364,23/04/2016,1,135,0.38,6,4
405,0.76091875271355613,23/04/2016,1,150,0.38,6,4
540,0.81629941005183748,23/04/2016,1,200,0.38,6,4
234,0.67668849947613019,25/04/2016,1,100,0.44,1,4
314,0.74402700904137431,25/04/2016,1,135,0.44,1,4
349,0.78454936766841965,25/04/2016,1,150,0.44,1,4
466,0.83809362278537591,25/04/2016,1,200,0.44,1,4
257,0.66013703188490458,26/04/2016,1,100,0.4,2,4
346,0.72749627882342371,26/04/2016,1,135,0.4,2,4
384,0.76859753859151581,26/04/2016,1,150,0.4,2,4
513,0.82344631316495787,26/04/2016,1,200,0.4,2,4
245,0.66827534175116876,27/04/2016,1,100,0.42,3,4
329,0.73566091113263155,27/04/2016,1,135,0.42,3,4
366,0.77654319455925525,27/04/2016,1,150,0.42,3,4
489,0.83070219178189653,27/04/2016,1,200,0.42,3,4
